="",="b/se",="b/se"
="main",="",=""
="rta",="0.1117***",="0.0527***"
="",="(0.0115)",="(0.0094)"
="l3rta",="0.1740***",="0.0163"
="",="(0.0084)",="(0.0084)"
="f3rta",="0.0068",="0.0028"
="",="(0.0075)",="(0.0068)"
="beta",="0.2925",="0.0717"
="se_plus",="0.0044",="0.0047"
