="rta",="-0.6491***",="-0.0356",="-1.1416***",="0.0517*"
="",="(0.0826)",="(0.0331)",="(0.0656)",="(0.0218)"
="lndist",="-0.7913***",="",="-0.9390***",=""
="",="(0.0461)",="",="(0.0192)",=""
="contig",="-0.0501",="",="-1.2671***",=""
="",="(0.1306)",="",="(0.0865)",=""
="comlang_off",="-0.1730",="",="0.4981***",=""
="",="(0.1148)",="",="(0.1013)",=""
="colony",="-0.0068",="",="-0.3359*",=""
="",="(0.1187)",="",="(0.1653)",=""
="_cons",="9.2732***",="2.3681***",="",=""
="",="(0.4113)",="(0.0138)",="",=""
