1	2	1992	1	5	5
1	2	1992	2	5	5
1	2	1992	5	5	5
1	2	1992	10	0	0
1	2	1992	13	5	5
1	2	1992	14	5	5
1	2	1992	15	6.33	5.13
1	2	1992	17	7.67	7.67
1	2	1992	18	22	22
1	2	1992	19	13	13
1	2	1992	20	13	13
1	2	1992	21	13	13
1	2	1992	22	22	22
1	2	1992	24	8.72	9.1
1	2	1992	25	11.89	11.16
1	2	1992	26	17.5	13.69
1	2	1992	27	8.05	6.43
1	2	1992	28	14.92	16.02
1	2	1992	29	14.78	13.62
1	2	1992	30	8.94	9.98
1	2	1992	31	13.07	17.84
1	2	1992	32	14.93	12.66
1	2	1992	33	13.87	11.08
1	2	1992	36	17.5	17.5
1	3	1992	1	5.29	5.25
1	3	1992	2	6.33	5.26
1	3	1992	5	5	5
1	3	1992	10	0	0
1	3	1992	13	5	5
1	3	1992	14	5.26	5.01
1	3	1992	15	8.32	6.85
1	3	1992	16	13	13
1	3	1992	17	18.41	18.6
1	3	1992	18	21.94	22
1	3	1992	19	20.68	21.7
1	3	1992	20	14.34	13.06
1	3	1992	21	13.14	12.76
1	3	1992	22	13.55	12.14
1	3	1992	23	0.98	0
1	3	1992	24	9.81	8.64
1	3	1992	25	13.08	11.98
1	3	1992	26	13.95	16.03
1	3	1992	27	11.78	11.74
1	3	1992	28	17.26	17.44
1	3	1992	29	14.01	15.45
1	3	1992	30	10.47	4.44
1	3	1992	31	14.39	13.03
1	3	1992	32	14.35	15.03
1	3	1992	33	13.55	11.83
1	3	1992	34	15.95	16.84
1	3	1992	35	20.9	21.97
1	3	1992	36	18.54	19.66
1	4	1992	1	5	5
1	4	1992	10	0	0
1	4	1992	13	5	5
1	4	1992	14	5	5
1	4	1992	15	7.73	7.44
1	4	1992	16	13	13
1	4	1992	17	19.67	17.54
1	4	1992	18	22	22
1	4	1992	19	22	22
1	4	1992	20	16	13.09
1	4	1992	21	14.85	8.01
1	4	1992	22	10.47	9.24
1	4	1992	23	9.8	9.8
1	4	1992	24	9.84	10.78
1	4	1992	25	13.45	12.65
1	4	1992	26	13.33	11.05
1	4	1992	27	8.94	9.06
1	4	1992	28	17.12	16.77
1	4	1992	29	13.42	12.93
1	4	1992	30	10.51	6.33
1	4	1992	31	13.11	12.53
1	4	1992	32	16.85	12.19
1	4	1992	33	12.68	12.28
1	4	1992	34	13.59	17.29
1	4	1992	35	18.91	20.39
1	4	1992	36	18.02	9.1
1	5	1992	1	5	5
1	5	1992	2	6.78	5.14
1	5	1992	13	5	5
1	5	1992	14	5	5
1	5	1992	15	9.48	7.49
1	5	1992	16	13	13
1	5	1992	17	20.13	17.54
1	5	1992	18	22	22
1	5	1992	19	20.8	20.13
1	5	1992	20	11.67	9.51
1	5	1992	21	11.5	10.3
1	5	1992	22	14.5	12.05
1	5	1992	23	4.9	9.6
1	5	1992	24	8.98	7.94
1	5	1992	25	11.55	10.64
1	5	1992	26	14.42	13.5
1	5	1992	27	10.35	10.49
1	5	1992	28	16.56	17.22
1	5	1992	29	13	11.64
1	5	1992	30	7.66	4.17
1	5	1992	31	13.04	11.52
1	5	1992	32	12.99	11.02
1	5	1992	33	12.19	8.86
1	5	1992	34	13.64	9.44
1	5	1992	35	15	19.2
1	5	1992	36	18.29	16.7
1	6	1992	1	4.96	4.99
1	6	1992	2	8.27	11.09
1	6	1992	5	5	5
1	6	1992	10	0	0
1	6	1992	11	0	0
1	6	1992	13	5	5
1	6	1992	14	5	5
1	6	1992	15	8.43	9.29
1	6	1992	16	17.5	21.31
1	6	1992	17	19.83	20.87
1	6	1992	18	21.96	22
1	6	1992	19	22	22
1	6	1992	20	14.32	13.01
1	6	1992	21	14.03	9.36
1	6	1992	22	12.2	8.98
1	6	1992	23	0	0
1	6	1992	24	10.79	11.36
1	6	1992	25	13.68	14.2
1	6	1992	26	15.56	18.13
1	6	1992	27	11.92	5.51
1	6	1992	28	18.02	20.73
1	6	1992	29	15.01	18.31
1	6	1992	30	9.96	9.04
1	6	1992	31	14.08	14.9
1	6	1992	32	19.51	23.52
1	6	1992	33	12.45	13.89
1	6	1992	34	15.79	17.99
1	6	1992	35	20.5	21.05
1	6	1992	36	18.56	14.63
1	7	1992	1	5	5
1	7	1992	2	5	5
1	7	1992	5	5	5
1	7	1992	13	5	5
1	7	1992	14	5	5
1	7	1992	15	7.67	9.11
1	7	1992	17	21.19	21.85
1	7	1992	18	22	22
1	7	1992	19	21.65	21.85
1	7	1992	20	16.29	17.57
1	7	1992	21	15.79	15.06
1	7	1992	22	13.94	11.75
1	7	1992	23	0	0
1	7	1992	24	9.46	9.42
1	7	1992	25	15.17	16.61
1	7	1992	26	17.95	20.49
1	7	1992	27	11.81	12.34
1	7	1992	28	17.85	19.36
1	7	1992	29	14.62	13.04
1	7	1992	30	8.83	9.96
1	7	1992	31	13.63	14.33
1	7	1992	32	16.33	20.79
1	7	1992	33	13.56	14.5
1	7	1992	34	13.01	14.41
1	7	1992	35	20.43	21.68
1	7	1992	36	18.51	19.36
1	8	1992	1	5	5
1	8	1992	5	5	5
1	8	1992	10	0	0
1	8	1992	15	9.92	8.02
1	8	1992	17	20.82	20.42
1	8	1992	18	22	22
1	8	1992	19	22	22
1	8	1992	20	22	22
1	8	1992	21	14.5	17.24
1	8	1992	22	13.6	3.46
1	8	1992	23	0	0
1	8	1992	24	10.13	9
1	8	1992	25	12.42	11.24
1	8	1992	26	17.5	19.42
1	8	1992	27	5	5
1	8	1992	28	17.54	19.23
1	8	1992	29	11.67	9.61
1	8	1992	31	7.33	7.33
1	8	1992	32	13.11	14.23
1	8	1992	33	13.88	19.08
1	8	1992	34	13.22	11.75
1	8	1992	35	5	5
1	8	1992	36	17.92	21.06
1	9	1992	1	5.34	5.28
1	9	1992	2	6.26	6.1
1	9	1992	5	5	5
1	9	1992	10	0	0
1	9	1992	11	0	0
1	9	1992	13	5	5
1	9	1992	14	5.24	5.09
1	9	1992	15	9.61	9.27
1	9	1992	16	13.18	11.88
1	9	1992	17	19.17	18.3
1	9	1992	18	21.85	21.86
1	9	1992	19	20.81	21.37
1	9	1992	20	13.99	11.3
1	9	1992	21	13.32	11.81
1	9	1992	22	12.58	9.44
1	9	1992	23	2.45	0.19
1	9	1992	24	9.32	8.48
1	9	1992	25	12.78	10.45
1	9	1992	26	14.83	15.04
1	9	1992	27	10.91	10.71
1	9	1992	28	17.38	16.29
1	9	1992	29	13.46	12.84
1	9	1992	30	8.97	6.73
1	9	1992	31	13.5	11.97
1	9	1992	32	14.73	15.37
1	9	1992	33	13.02	12.79
1	9	1992	34	14.45	15.17
1	9	1992	35	17.79	11.69
1	9	1992	36	18.27	19.83
1	10	1992	1	5	5
1	10	1992	5	5	5
1	10	1992	14	5	5
1	10	1992	15	7.67	7.01
1	10	1992	17	20.64	21.29
1	10	1992	18	22	22
1	10	1992	19	22	22
1	10	1992	20	17.5	13.25
1	10	1992	21	6.14	6.14
1	10	1992	22	0	0
1	10	1992	24	8.03	9.05
1	10	1992	25	14.83	19.15
1	10	1992	26	21.1	21.88
1	10	1992	28	22	22
1	10	1992	29	9.42	20.95
1	10	1992	30	9.75	9.75
1	10	1992	31	14.67	14.67
1	10	1992	32	28.5	30.85
1	10	1992	33	22	22
1	10	1992	36	19.83	20.2
1	11	1992	1	5	5
1	11	1992	2	6.07	5.84
1	11	1992	14	5	5
1	11	1992	17	20.37	19.11
1	11	1992	18	22	22
1	11	1992	19	21.1	21.82
1	11	1992	20	11.67	12.94
1	11	1992	21	13	13
1	11	1992	24	9.71	9.92
1	11	1992	25	14.26	17.05
1	11	1992	26	12	12.93
1	11	1992	27	10.33	8.07
1	11	1992	28	19.73	21.16
1	11	1992	29	11.84	10.36
1	11	1992	30	4.36	4.94
1	11	1992	31	13.9	15.11
1	11	1992	32	23.06	30.9
1	11	1992	33	12.93	11.14
1	11	1992	34	17.01	17.98
1	11	1992	35	22	22
1	11	1992	36	19.63	19.72
1	12	1992	1	5	5
1	12	1992	13	5	5
1	12	1992	15	8.56	9.77
1	12	1992	17	17.7	17.76
1	12	1992	18	21.53	21.93
1	12	1992	19	21.25	20.55
1	12	1992	20	15.8	15.83
1	12	1992	21	13.84	10.41
1	12	1992	22	12.82	14.83
1	12	1992	23	0	0
1	12	1992	24	9.06	8.47
1	12	1992	25	13.29	12.61
1	12	1992	26	16.64	16.78
1	12	1992	27	11.57	12.43
1	12	1992	28	17.36	17.81
1	12	1992	29	13.96	11.11
1	12	1992	30	9.39	9.18
1	12	1992	31	13.74	11.73
1	12	1992	32	15.9	14.74
1	12	1992	33	12.14	10.78
1	12	1992	34	15.42	21.22
1	12	1992	35	21.35	21.29
1	12	1992	36	17.95	13.86
1	13	1992	1	5	5
1	13	1992	2	5	5
1	13	1992	5	5	5
1	13	1992	14	5	5
1	13	1992	15	11.1	8.8
1	13	1992	17	19.75	20.39
1	13	1992	18	22	22
1	13	1992	19	22	22
1	13	1992	20	15.8	10.32
1	13	1992	21	14.56	14.46
1	13	1992	22	13.91	9.35
1	13	1992	24	11.36	11.25
1	13	1992	25	13.53	12.07
1	13	1992	26	17.52	15.25
1	13	1992	27	12.08	12.16
1	13	1992	28	18.01	20.3
1	13	1992	29	14.29	17.82
1	13	1992	30	7.97	8.28
1	13	1992	31	14.01	10.57
1	13	1992	32	15.5	15.59
1	13	1992	33	12.79	25.1
1	13	1992	34	16.09	21.93
1	13	1992	35	20	14.05
1	13	1992	36	18.69	19.52
1	14	1992	1	5	5
1	14	1992	2	5	5
1	14	1992	14	5	5
1	14	1992	15	9.75	12.98
1	14	1992	17	17.73	15.02
1	14	1992	18	22	22
1	14	1992	19	22	22
1	14	1992	20	17.5	19
1	14	1992	21	13.76	18.63
1	14	1992	22	9.31	8.21
1	14	1992	24	9.11	8.6
1	14	1992	25	12.99	12.04
1	14	1992	26	14.81	12.45
1	14	1992	27	10.96	9.02
1	14	1992	28	17.75	16.93
1	14	1992	29	14.5	16.81
1	14	1992	30	9.53	2.62
1	14	1992	31	12.5	14.06
1	14	1992	32	10.6	10.96
1	14	1992	33	9.8	7.14
1	14	1992	34	15.75	20.96
1	14	1992	35	18.86	21.78
1	14	1992	36	18.85	18.69
1	15	1992	1	5	5
1	15	1992	14	5	5
1	15	1992	15	13	13
1	15	1992	18	22	22
1	15	1992	19	22	22
1	15	1992	20	13	13
1	15	1992	24	10.7	10.67
1	15	1992	25	15.45	17.23
1	15	1992	28	13	13
