1,2.9314,-0.048788,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1.6503,-0.026462,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2.6042,-0.032225,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.4574,-0.12784,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.1559,-0.083555,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.6517,-0.0057785,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3.5128,-0.13994,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-0.33023,0.058769,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.5424,0.013282,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,-3.8699,0.039094,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,NaN,-0.1143,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.33318,-0.046971,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2.0652,-0.17387,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.5786,-0.013772,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-5.4202,0.020796,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,-2.15,0.026197,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-1.4163,0.027105,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,-0.4535,-0.023005,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,-0.74433,0.014318,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.3137,0.0013066,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-2.8829,0.13278,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,-1.4594,0.045525,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,-6.3605,0.064267,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,NaN,0.012657,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-3.0408,0.02613,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.25596,-0.12201,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-1.9022,0.02508,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4.1428,0.00012727,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,8.6966,-0.16267,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,6.1063,-0.010002,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,6.0946,0.047882,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,6.1367,-0.042413,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,3.7319,-0.14016,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,7.0873,0.039865,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1.2979,0.037839,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,NaN,-7.722e-05,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1.6171,0.00071768,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,5.2912,-0.030946,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,3.6897,0.005108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
